labels 0 1
1 0.0577105 0.942289
1 0.0105113 0.989489
1 0.0103452 0.989655
1 1.50653e-05 0.999985
1 0.00550458 0.994495
1 0.00509856 0.994901
1 0.00492849 0.995072
1 0.0135716 0.986428
1 0.0143203 0.98568
1 0.0215099 0.97849
1 0.00693113 0.993069
1 0.00912032 0.99088
1 0.00884929 0.991151
1 0.00876896 0.991231
1 0.00334094 0.996659
1 0.00301259 0.996987
1 0.00485126 0.995149
1 0.00808717 0.991913
1 0.0101499 0.98985
1 0.00908083 0.990919
1 0.00440733 0.995593
1 0.00436359 0.995636
1 1.08431e-05 0.999989
1 0.00265179 0.997348
1 0.00279478 0.997205
1 1.2035e-05 0.999988
1 1.60066e-06 0.999998
1 2.14944e-07 1
1 2.08783e-07 1
1 2.96805e-07 1
1 2.81379e-07 1
1 2.81379e-07 1
1 3.59388e-07 1
1 7.3071e-08 1
1 2.72776e-06 0.999997
1 1.20722e-06 0.999999
1 1.14896e-05 0.999989
1 8.12103e-06 0.999992
1 8.19326e-06 0.999992
1 6.7388e-06 0.999993
1 3.42394e-07 1
1 1.0175e-06 0.999999
1 1.0175e-06 0.999999
1 8.10442e-06 0.999992
1 1.18086e-05 0.999988
1 0.00260125 0.997399
1 1.18259e-05 0.999988
1 0.00621197 0.993788
1 1.80441e-05 0.999982
1 7.53258e-06 0.999992
1 1.43177e-06 0.999999
1 8.19634e-07 0.999999
1 1.95967e-07 1
1 6.66297e-07 0.999999
1 1.59815e-06 0.999998
1 1.296e-05 0.999987
1 8.78714e-06 0.999991
1 8.78714e-06 0.999991
1 0.00310725 0.996893
1 0.0086762 0.991324
