labels 0 1
1 0.00538348 0.994617
1 0.00382077 0.996179
1 0.00252808 0.997472
1 1.21044e-05 0.999988
1 9.60763e-06 0.99999
1 0.00370179 0.996298
1 0.00317442 0.996826
1 5.06383e-06 0.999995
1 0.00689819 0.993102
1 0.0111831 0.988817
1 0.008828 0.991172
1 0.00381612 0.996184
1 0.0130862 0.986914
1 0.0165816 0.983418
1 0.0437802 0.95622
1 0.095173 0.904827
1 0.076426 0.923574
1 0.0789813 0.921019
1 0.0789813 0.921019
1 0.0366656 0.963334
1 0.042902 0.957098
1 0.0357415 0.964259
1 0.0157604 0.98424
1 0.0243396 0.97566
1 0.0357472 0.964253
1 0.0457697 0.95423
1 0.0310495 0.96895
1 0.0289604 0.97104
1 0.0289604 0.97104
1 0.0228211 0.977179
1 0.0472501 0.95275
1 0.0593197 0.94068
1 0.0429145 0.957085
1 0.071724 0.928276
1 0.115353 0.884647
1 0.144207 0.855793
1 0.145166 0.854834
1 0.169778 0.830222
1 0.116595 0.883405
1 0.137972 0.862028
1 0.335842 0.664158
1 0.250843 0.749157
1 0.250843 0.749157
1 0.292007 0.707993
1 0.416058 0.583942
1 0.305597 0.694403
1 0.355555 0.644445
1 0.230958 0.769042
1 0.139467 0.860533
1 0.183633 0.816367
1 0.174632 0.825368
1 0.124376 0.875624
1 0.124376 0.875624
1 0.124376 0.875624
1 0.148909 0.851091
1 0.320195 0.679805
1 0.47434 0.52566
1 0.302626 0.697374
1 0.197804 0.802196
1 0.274595 0.725405
