0 1:0.0588235294118 2:0.0588235294118 3:0.0 4:0.117647058824 5:0.0588235294118 6:0.117647058824 7:0.0588235294118 8:0.117647058824 9:0.0588235294118 10:0.117647058824 11:0.0 12:0.176470588235 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0588235294118 18:0.0 19:0.0 20:0.0
0 1:0.0555555555556 2:0.0555555555556 3:0.0 4:0.111111111111 5:0.0555555555556 6:0.166666666667 7:0.0555555555556 8:0.111111111111 9:0.0555555555556 10:0.111111111111 11:0.0 12:0.166666666667 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0555555555556 18:0.0 19:0.0 20:0.0
0 1:0.0526315789474 2:0.0526315789474 3:0.0 4:0.105263157895 5:0.0526315789474 6:0.210526315789 7:0.0526315789474 8:0.105263157895 9:0.0526315789474 10:0.105263157895 11:0.0 12:0.157894736842 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0526315789474 18:0.0 19:0.0 20:0.0
0 1:0.05 2:0.05 3:0.05 4:0.1 5:0.05 6:0.2 7:0.05 8:0.1 9:0.05 10:0.1 11:0.0 12:0.15 13:0.0 14:0.0 15:0.0 16:0.0 17:0.05 18:0.0 19:0.0 20:0.0
0 1:0.047619047619 2:0.047619047619 3:0.047619047619 4:0.0952380952381 5:0.0952380952381 6:0.190476190476 7:0.047619047619 8:0.0952380952381 9:0.047619047619 10:0.0952380952381 11:0.0 12:0.142857142857 13:0.0 14:0.0 15:0.0 16:0.0 17:0.047619047619 18:0.0 19:0.0 20:0.0
0 1:0.0454545454545 2:0.0454545454545 3:0.0454545454545 4:0.0909090909091 5:0.0909090909091 6:0.181818181818 7:0.0454545454545 8:0.0909090909091 9:0.0454545454545 10:0.0909090909091 11:0.0454545454545 12:0.136363636364 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0454545454545 18:0.0 19:0.0 20:0.0
0 1:0.0434782608696 2:0.0434782608696 3:0.0869565217391 4:0.0869565217391 5:0.0869565217391 6:0.173913043478 7:0.0434782608696 8:0.0869565217391 9:0.0434782608696 10:0.0869565217391 11:0.0434782608696 12:0.130434782609 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0434782608696 18:0.0 19:0.0 20:0.0
0 1:0.0416666666667 2:0.0416666666667 3:0.0833333333333 4:0.0833333333333 5:0.0833333333333 6:0.166666666667 7:0.0416666666667 8:0.0833333333333 9:0.0416666666667 10:0.0833333333333 11:0.0416666666667 12:0.125 13:0.0 14:0.0 15:0.0 16:0.0416666666667 17:0.0416666666667 18:0.0 19:0.0 20:0.0
0 1:0.04 2:0.04 3:0.08 4:0.08 5:0.08 6:0.16 7:0.04 8:0.08 9:0.04 10:0.08 11:0.04 12:0.12 13:0.0 14:0.0 15:0.0 16:0.04 17:0.04 18:0.0 19:0.0 20:0.04
0 1:0.0384615384615 2:0.0384615384615 3:0.0769230769231 4:0.0769230769231 5:0.0769230769231 6:0.153846153846 7:0.0384615384615 8:0.0769230769231 9:0.0384615384615 10:0.0769230769231 11:0.0769230769231 12:0.115384615385 13:0.0 14:0.0 15:0.0 16:0.0384615384615 17:0.0384615384615 18:0.0 19:0.0 20:0.0384615384615
0 1:0.037037037037 2:0.037037037037 3:0.0740740740741 4:0.0740740740741 5:0.0740740740741 6:0.148148148148 7:0.037037037037 8:0.0740740740741 9:0.037037037037 10:0.111111111111 11:0.0740740740741 12:0.111111111111 13:0.0 14:0.0 15:0.0 16:0.037037037037 17:0.037037037037 18:0.0 19:0.0 20:0.037037037037
0 1:0.0357142857143 2:0.0357142857143 3:0.0714285714286 4:0.0714285714286 5:0.0714285714286 6:0.142857142857 7:0.0357142857143 8:0.0714285714286 9:0.0357142857143 10:0.107142857143 11:0.0714285714286 12:0.107142857143 13:0.0 14:0.0 15:0.0 16:0.0714285714286 17:0.0357142857143 18:0.0 19:0.0 20:0.0357142857143
0 1:0.0344827586207 2:0.0344827586207 3:0.0689655172414 4:0.0689655172414 5:0.0689655172414 6:0.137931034483 7:0.0344827586207 8:0.0689655172414 9:0.0344827586207 10:0.103448275862 11:0.0689655172414 12:0.103448275862 13:0.0 14:0.0 15:0.0 16:0.0689655172414 17:0.0344827586207 18:0.0 19:0.0 20:0.0689655172414
0 1:0.0666666666667 2:0.0333333333333 3:0.0666666666667 4:0.0666666666667 5:0.0666666666667 6:0.133333333333 7:0.0333333333333 8:0.0666666666667 9:0.0333333333333 10:0.1 11:0.0666666666667 12:0.1 13:0.0 14:0.0 15:0.0 16:0.0666666666667 17:0.0333333333333 18:0.0 19:0.0 20:0.0666666666667
0 1:0.0645161290323 2:0.0322580645161 3:0.0645161290323 4:0.0645161290323 5:0.0645161290323 6:0.129032258065 7:0.0322580645161 8:0.0645161290323 9:0.0322580645161 10:0.0967741935484 11:0.0645161290323 12:0.0967741935484 13:0.0 14:0.0 15:0.0 16:0.0645161290323 17:0.0322580645161 18:0.0 19:0.0 20:0.0967741935484
