0 1:0.0833333333333 2:0.0833333333333 3:0.166666666667 4:0.0833333333333 5:0.166666666667 6:0.0 7:0.0833333333333 8:0.166666666667 9:0.0833333333333 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0833333333333 20:0.0
0 1:0.153846153846 2:0.0769230769231 3:0.153846153846 4:0.0769230769231 5:0.153846153846 6:0.0 7:0.0769230769231 8:0.153846153846 9:0.0769230769231 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0769230769231 20:0.0
0 1:0.214285714286 2:0.0714285714286 3:0.142857142857 4:0.0714285714286 5:0.142857142857 6:0.0 7:0.0714285714286 8:0.142857142857 9:0.0714285714286 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0714285714286 20:0.0
0 1:0.2 2:0.0666666666667 3:0.133333333333 4:0.0666666666667 5:0.133333333333 6:0.0 7:0.0666666666667 8:0.2 9:0.0666666666667 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0666666666667 20:0.0
0 1:0.1875 2:0.0625 3:0.125 4:0.0625 5:0.125 6:0.0625 7:0.0625 8:0.1875 9:0.0625 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0625 20:0.0
0 1:0.176470588235 2:0.0588235294118 3:0.117647058824 4:0.0588235294118 5:0.117647058824 6:0.0588235294118 7:0.0588235294118 8:0.176470588235 9:0.0588235294118 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0588235294118 19:0.0588235294118 20:0.0
0 1:0.166666666667 2:0.0555555555556 3:0.111111111111 4:0.0555555555556 5:0.111111111111 6:0.0555555555556 7:0.0555555555556 8:0.166666666667 9:0.0555555555556 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0555555555556 17:0.0 18:0.0555555555556 19:0.0555555555556 20:0.0
0 1:0.157894736842 2:0.0526315789474 3:0.105263157895 4:0.0526315789474 5:0.105263157895 6:0.0526315789474 7:0.0526315789474 8:0.210526315789 9:0.0526315789474 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0526315789474 17:0.0 18:0.0526315789474 19:0.0526315789474 20:0.0
0 1:0.15 2:0.05 3:0.1 4:0.05 5:0.1 6:0.05 7:0.05 8:0.2 9:0.05 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.05 17:0.05 18:0.05 19:0.05 20:0.0
0 1:0.142857142857 2:0.047619047619 3:0.0952380952381 4:0.047619047619 5:0.0952380952381 6:0.047619047619 7:0.047619047619 8:0.190476190476 9:0.047619047619 10:0.0 11:0.0 12:0.0 13:0.047619047619 14:0.0 15:0.0 16:0.047619047619 17:0.047619047619 18:0.047619047619 19:0.047619047619 20:0.0
0 1:0.136363636364 2:0.0454545454545 3:0.136363636364 4:0.0454545454545 5:0.0909090909091 6:0.0454545454545 7:0.0454545454545 8:0.181818181818 9:0.0454545454545 10:0.0 11:0.0 12:0.0 13:0.0454545454545 14:0.0 15:0.0 16:0.0454545454545 17:0.0454545454545 18:0.0454545454545 19:0.0454545454545 20:0.0
0 1:0.130434782609 2:0.0434782608696 3:0.130434782609 4:0.0434782608696 5:0.130434782609 6:0.0434782608696 7:0.0434782608696 8:0.173913043478 9:0.0434782608696 10:0.0 11:0.0 12:0.0 13:0.0434782608696 14:0.0 15:0.0 16:0.0434782608696 17:0.0434782608696 18:0.0434782608696 19:0.0434782608696 20:0.0
0 1:0.130434782609 2:0.0434782608696 3:0.130434782609 4:0.0434782608696 5:0.130434782609 6:0.0434782608696 7:0.0 8:0.173913043478 9:0.0434782608696 10:0.0 11:0.0 12:0.0434782608696 13:0.0434782608696 14:0.0 15:0.0 16:0.0434782608696 17:0.0434782608696 18:0.0434782608696 19:0.0434782608696 20:0.0
0 1:0.130434782609 2:0.0434782608696 3:0.130434782609 4:0.0434782608696 5:0.0869565217391 6:0.0434782608696 7:0.0 8:0.173913043478 9:0.0434782608696 10:0.0 11:0.0 12:0.0434782608696 13:0.0434782608696 14:0.0434782608696 15:0.0 16:0.0434782608696 17:0.0434782608696 18:0.0434782608696 19:0.0434782608696 20:0.0
0 1:0.130434782609 2:0.0434782608696 3:0.130434782609 4:0.0434782608696 5:0.0869565217391 6:0.0434782608696 7:0.0 8:0.173913043478 9:0.0434782608696 10:0.0 11:0.0 12:0.0434782608696 13:0.0434782608696 14:0.0434782608696 15:0.0434782608696 16:0.0434782608696 17:0.0434782608696 18:0.0434782608696 19:0.0 20:0.0
0 1:0.130434782609 2:0.0434782608696 3:0.130434782609 4:0.0434782608696 5:0.0869565217391 6:0.0434782608696 7:0.0 8:0.173913043478 9:0.0 10:0.0 11:0.0 12:0.0434782608696 13:0.0434782608696 14:0.0434782608696 15:0.0434782608696 16:0.0869565217391 17:0.0434782608696 18:0.0434782608696 19:0.0 20:0.0
0 1:0.130434782609 2:0.0434782608696 3:0.130434782609 4:0.0434782608696 5:0.0434782608696 6:0.0434782608696 7:0.0 8:0.173913043478 9:0.0 10:0.0 11:0.0434782608696 12:0.0434782608696 13:0.0434782608696 14:0.0434782608696 15:0.0434782608696 16:0.0869565217391 17:0.0434782608696 18:0.0434782608696 19:0.0 20:0.0
0 1:0.0869565217391 2:0.0434782608696 3:0.130434782609 4:0.0434782608696 5:0.0869565217391 6:0.0434782608696 7:0.0 8:0.173913043478 9:0.0 10:0.0 11:0.0434782608696 12:0.0434782608696 13:0.0434782608696 14:0.0434782608696 15:0.0434782608696 16:0.0869565217391 17:0.0434782608696 18:0.0434782608696 19:0.0 20:0.0
0 1:0.0869565217391 2:0.0434782608696 3:0.130434782609 4:0.0434782608696 5:0.0869565217391 6:0.0434782608696 7:0.0 8:0.173913043478 9:0.0 10:0.0 11:0.0434782608696 12:0.0434782608696 13:0.0434782608696 14:0.0434782608696 15:0.0434782608696 16:0.0869565217391 17:0.0434782608696 18:0.0434782608696 19:0.0 20:0.0
0 1:0.0869565217391 2:0.0434782608696 3:0.130434782609 4:0.0434782608696 5:0.0869565217391 6:0.0434782608696 7:0.0 8:0.130434782609 9:0.0 10:0.0 11:0.0434782608696 12:0.0434782608696 13:0.0434782608696 14:0.0434782608696 15:0.0434782608696 16:0.130434782609 17:0.0434782608696 18:0.0434782608696 19:0.0 20:0.0
0 1:0.130434782609 2:0.0 3:0.130434782609 4:0.0434782608696 5:0.0869565217391 6:0.0434782608696 7:0.0 8:0.130434782609 9:0.0 10:0.0 11:0.0434782608696 12:0.0434782608696 13:0.0434782608696 14:0.0434782608696 15:0.0434782608696 16:0.130434782609 17:0.0434782608696 18:0.0434782608696 19:0.0 20:0.0
0 1:0.130434782609 2:0.0 3:0.130434782609 4:0.0434782608696 5:0.0869565217391 6:0.0434782608696 7:0.0434782608696 8:0.0869565217391 9:0.0 10:0.0 11:0.0434782608696 12:0.0434782608696 13:0.0434782608696 14:0.0434782608696 15:0.0434782608696 16:0.130434782609 17:0.0434782608696 18:0.0434782608696 19:0.0 20:0.0
0 1:0.130434782609 2:0.0 3:0.130434782609 4:0.0 5:0.0869565217391 6:0.0434782608696 7:0.0434782608696 8:0.0869565217391 9:0.0 10:0.0 11:0.0434782608696 12:0.0434782608696 13:0.0434782608696 14:0.0434782608696 15:0.0434782608696 16:0.130434782609 17:0.0434782608696 18:0.0434782608696 19:0.0 20:0.0434782608696
0 1:0.130434782609 2:0.0 3:0.0869565217391 4:0.0434782608696 5:0.0869565217391 6:0.0434782608696 7:0.0434782608696 8:0.0869565217391 9:0.0 10:0.0 11:0.0434782608696 12:0.0434782608696 13:0.0434782608696 14:0.0434782608696 15:0.0434782608696 16:0.130434782609 17:0.0434782608696 18:0.0434782608696 19:0.0 20:0.0434782608696
0 1:0.0869565217391 2:0.0 3:0.130434782609 4:0.0434782608696 5:0.0869565217391 6:0.0434782608696 7:0.0434782608696 8:0.0869565217391 9:0.0 10:0.0 11:0.0434782608696 12:0.0434782608696 13:0.0434782608696 14:0.0434782608696 15:0.0434782608696 16:0.130434782609 17:0.0434782608696 18:0.0434782608696 19:0.0 20:0.0434782608696
0 1:0.0434782608696 2:0.0 3:0.130434782609 4:0.0434782608696 5:0.0869565217391 6:0.0434782608696 7:0.0434782608696 8:0.0869565217391 9:0.0 10:0.0 11:0.0434782608696 12:0.0434782608696 13:0.0434782608696 14:0.0434782608696 15:0.0434782608696 16:0.130434782609 17:0.0869565217391 18:0.0434782608696 19:0.0 20:0.0434782608696
0 1:0.0869565217391 2:0.0 3:0.130434782609 4:0.0434782608696 5:0.0869565217391 6:0.0434782608696 7:0.0434782608696 8:0.0434782608696 9:0.0 10:0.0 11:0.0434782608696 12:0.0434782608696 13:0.0434782608696 14:0.0434782608696 15:0.0434782608696 16:0.130434782609 17:0.0869565217391 18:0.0434782608696 19:0.0 20:0.0434782608696
0 1:0.0869565217391 2:0.0 3:0.130434782609 4:0.0434782608696 5:0.0869565217391 6:0.0 7:0.0434782608696 8:0.0434782608696 9:0.0 10:0.0 11:0.0434782608696 12:0.0434782608696 13:0.0434782608696 14:0.0434782608696 15:0.0434782608696 16:0.173913043478 17:0.0869565217391 18:0.0434782608696 19:0.0 20:0.0434782608696
0 1:0.0869565217391 2:0.0 3:0.130434782609 4:0.0434782608696 5:0.0869565217391 6:0.0 7:0.0869565217391 8:0.0434782608696 9:0.0 10:0.0 11:0.0434782608696 12:0.0434782608696 13:0.0434782608696 14:0.0434782608696 15:0.0434782608696 16:0.173913043478 17:0.0869565217391 18:0.0 19:0.0 20:0.0434782608696
0 1:0.0869565217391 2:0.0 3:0.130434782609 4:0.0869565217391 5:0.0869565217391 6:0.0 7:0.0869565217391 8:0.0434782608696 9:0.0 10:0.0 11:0.0434782608696 12:0.0434782608696 13:0.0434782608696 14:0.0434782608696 15:0.0434782608696 16:0.130434782609 17:0.0869565217391 18:0.0 19:0.0 20:0.0434782608696
0 1:0.0869565217391 2:0.0 3:0.130434782609 4:0.0869565217391 5:0.0869565217391 6:0.0 7:0.0869565217391 8:0.0434782608696 9:0.0 10:0.0 11:0.0434782608696 12:0.0434782608696 13:0.0434782608696 14:0.0434782608696 15:0.0434782608696 16:0.130434782609 17:0.0869565217391 18:0.0 19:0.0 20:0.0434782608696
0 1:0.0869565217391 2:0.0 3:0.130434782609 4:0.0869565217391 5:0.0869565217391 6:0.0 7:0.0869565217391 8:0.0434782608696 9:0.0 10:0.0 11:0.0434782608696 12:0.0434782608696 13:0.0434782608696 14:0.0434782608696 15:0.0434782608696 16:0.173913043478 17:0.0434782608696 18:0.0 19:0.0 20:0.0434782608696
0 1:0.0869565217391 2:0.0 3:0.130434782609 4:0.0869565217391 5:0.0869565217391 6:0.0 7:0.0869565217391 8:0.0434782608696 9:0.0 10:0.0 11:0.0434782608696 12:0.0434782608696 13:0.0 14:0.0434782608696 15:0.0434782608696 16:0.217391304348 17:0.0434782608696 18:0.0 19:0.0 20:0.0434782608696
0 1:0.130434782609 2:0.0 3:0.0869565217391 4:0.0869565217391 5:0.0869565217391 6:0.0 7:0.0869565217391 8:0.0434782608696 9:0.0 10:0.0 11:0.0434782608696 12:0.0434782608696 13:0.0 14:0.0434782608696 15:0.0434782608696 16:0.217391304348 17:0.0434782608696 18:0.0 19:0.0 20:0.0434782608696
0 1:0.130434782609 2:0.0 3:0.0869565217391 4:0.0869565217391 5:0.0434782608696 6:0.0 7:0.0869565217391 8:0.0434782608696 9:0.0 10:0.0 11:0.0869565217391 12:0.0434782608696 13:0.0 14:0.0434782608696 15:0.0434782608696 16:0.217391304348 17:0.0434782608696 18:0.0 19:0.0 20:0.0434782608696
0 1:0.130434782609 2:0.0 3:0.0869565217391 4:0.130434782609 5:0.0434782608696 6:0.0 7:0.0869565217391 8:0.0434782608696 9:0.0 10:0.0 11:0.0869565217391 12:0.0 13:0.0 14:0.0434782608696 15:0.0434782608696 16:0.217391304348 17:0.0434782608696 18:0.0 19:0.0 20:0.0434782608696
0 1:0.130434782609 2:0.0 3:0.0869565217391 4:0.130434782609 5:0.0434782608696 6:0.0 7:0.0869565217391 8:0.0869565217391 9:0.0 10:0.0 11:0.0869565217391 12:0.0 13:0.0 14:0.0 15:0.0434782608696 16:0.217391304348 17:0.0434782608696 18:0.0 19:0.0 20:0.0434782608696
0 1:0.130434782609 2:0.0 3:0.0869565217391 4:0.130434782609 5:0.0434782608696 6:0.0 7:0.0869565217391 8:0.0869565217391 9:0.0 10:0.0 11:0.0869565217391 12:0.0 13:0.0434782608696 14:0.0 15:0.0 16:0.217391304348 17:0.0434782608696 18:0.0 19:0.0 20:0.0434782608696
0 1:0.130434782609 2:0.0 3:0.0869565217391 4:0.130434782609 5:0.0434782608696 6:0.0 7:0.0869565217391 8:0.0869565217391 9:0.0 10:0.0 11:0.0869565217391 12:0.0 13:0.0434782608696 14:0.0 15:0.0 16:0.173913043478 17:0.0869565217391 18:0.0 19:0.0 20:0.0434782608696
0 1:0.130434782609 2:0.0 3:0.0869565217391 4:0.130434782609 5:0.0434782608696 6:0.0 7:0.0869565217391 8:0.0869565217391 9:0.0 10:0.0 11:0.0434782608696 12:0.0 13:0.0434782608696 14:0.0 15:0.0 16:0.173913043478 17:0.0869565217391 18:0.0 19:0.0 20:0.0869565217391
0 1:0.130434782609 2:0.0 3:0.0869565217391 4:0.130434782609 5:0.0 6:0.0 7:0.0869565217391 8:0.0869565217391 9:0.0 10:0.0 11:0.0434782608696 12:0.0 13:0.0434782608696 14:0.0434782608696 15:0.0 16:0.173913043478 17:0.0869565217391 18:0.0 19:0.0 20:0.0869565217391
0 1:0.130434782609 2:0.0434782608696 3:0.0434782608696 4:0.130434782609 5:0.0 6:0.0 7:0.0869565217391 8:0.0869565217391 9:0.0 10:0.0 11:0.0434782608696 12:0.0 13:0.0434782608696 14:0.0434782608696 15:0.0 16:0.173913043478 17:0.0869565217391 18:0.0 19:0.0 20:0.0869565217391
